row,col,r,newCoords,xq,yq
30.000000,49.000000,0.689380,1.743729,28.100692,17.204505
30.000000,50.000000,0.685789,1.739666,28.741147,17.244688
30.000000,51.000000,0.682228,1.735640,29.383977,17.284692
30.000000,52.000000,0.678699,1.731651,30.029151,17.324510
30.000000,53.000000,0.675200,1.727699,30.676634,17.364132
30.000000,54.000000,0.671734,1.723786,31.326391,17.403551
30.000000,55.000000,0.668299,1.719912,31.978386,17.442756
30.000000,56.000000,0.664898,1.716076,32.632579,17.481739
30.000000,57.000000,0.661529,1.712281,33.288931,17.520490
30.000000,58.000000,0.658195,1.708525,33.947402,17.559001
30.000000,59.000000,0.654895,1.704811,34.607947,17.597261
30.000000,60.000000,0.651629,1.701137,35.270522,17.635261
30.000000,61.000000,0.648399,1.697506,35.935081,17.672991
30.000000,62.000000,0.645205,1.693916,36.601577,17.710440
30.000000,63.000000,0.642048,1.690369,37.269960,17.747600
30.000000,64.000000,0.638927,1.686866,37.940179,17.784459
30.000000,65.000000,0.635844,1.683407,38.612181,17.821006
30.000000,66.000000,0.632799,1.679992,39.285912,17.857233
30.000000,67.000000,0.629792,1.676621,39.961316,17.893127
30.000000,68.000000,0.626825,1.673297,40.638335,17.928677
30.000000,69.000000,0.623897,1.670018,41.316910,17.963874
30.000000,70.000000,0.621010,1.666787,41.996979,17.998705
30.000000,71.000000,0.618163,1.663602,42.678479,18.033160
30.000000,72.000000,0.615358,1.660465,43.361346,18.067227
30.000000,73.000000,0.612595,1.657377,44.045513,18.100896
30.000000,74.000000,0.609875,1.654337,44.730913,18.134154
30.000000,75.000000,0.607198,1.651347,45.417474,18.166990
30.000000,76.000000,0.604564,1.648407,46.105127,18.199392
30.000000,77.000000,0.601975,1.645517,46.793797,18.231349
30.000000,78.000000,0.599430,1.642679,47.483409,18.262850
30.000000,79.000000,0.596931,1.639893,48.173888,18.293881
30.000000,80.000000,0.594478,1.637158,48.865153,18.324433
30.000000,81.000000,0.592072,1.634477,49.557127,18.354491
30.000000,82.000000,0.589713,1.631850,50.249727,18.384046
30.000000,83.000000,0.587401,1.629276,50.942869,18.413085
30.000000,84.000000,0.585138,1.626757,51.636471,18.441597
30.000000,85.000000,0.582923,1.624293,52.330444,18.469568
30.000000,86.000000,0.580758,1.621886,53.024702,18.496989
30.000000,87.000000,0.578643,1.619534,53.719156,18.523847
30.000000,88.000000,0.576578,1.617239,54.413715,18.550130
30.000000,89.000000,0.574565,1.615002,55.108288,18.575827
30.000000,90.000000,0.572603,1.612823,55.802782,18.600927
30.000000,91.000000,0.570693,1.610702,56.497102,18.625418
30.000000,92.000000,0.568836,1.608640,57.191153,18.649289
30.000000,93.000000,0.567032,1.606638,57.884839,18.672529
30.000000,94.000000,0.565281,1.604696,58.578062,18.695126
30.000000,95.000000,0.563585,1.602815,59.270724,18.717071
30.000000,96.000000,0.561944,1.600995,59.962726,18.738352
30.000000,97.000000,0.560357,1.599236,60.653967,18.758959
30.000000,98.000000,0.558827,1.597539,61.344348,18.778882
30.000000,99.000000,0.557352,1.595905,62.033766,18.798111
30.000000,100.000000,0.555934,1.594334,62.722121,18.816636
30.000000,101.000000,0.554572,1.592826,63.409309,18.834448
30.000000,102.000000,0.553269,1.591382,64.095227,18.851537
30.000000,103.000000,0.552023,1.590002,64.779774,18.867895
30.000000,104.000000,0.550835,1.588687,65.462846,18.883513
30.000000,105.000000,0.549705,1.587437,66.144341,18.898383
30.000000,106.000000,0.548635,1.586253,66.824154,18.912496
30.000000,107.000000,0.547624,1.585134,67.502183,18.925846
30.000000,108.000000,0.546672,1.584081,68.178326,18.938424
30.000000,109.000000,0.545780,1.583095,68.852481,18.950224
30.000000,110.000000,0.544949,1.582175,69.524545,18.961240
30.000000,111.000000,0.544177,1.581322,70.194418,18.971464
30.000000,112.000000,0.543467,1.580537,70.861999,18.980893
30.000000,113.000000,0.542818,1.579819,71.527189,18.989519
30.000000,114.000000,0.542229,1.579169,72.189889,18.997339
30.000000,115.000000,0.541703,1.578586,72.850001,19.004348
30.000000,116.000000,0.541237,1.578072,73.507428,19.010542
30.000000,117.000000,0.540834,1.577626,74.162076,19.015917
30.000000,118.000000,0.540492,1.577248,74.813851,19.020470
30.000000,119.000000,0.540212,1.576939,75.462659,19.024200
30.000000,120.000000,0.539995,1.576698,76.108410,19.027102
30.000000,121.000000,0.539839,1.576526,76.751014,19.029177
30.000000,122.000000,0.539746,1.576423,77.390384,19.030422
30.000000,123.000000,0.539715,1.576389,78.026433,19.030837
30.000000,124.000000,0.539746,1.576423,78.659078,19.030422
30.000000,125.000000,0.539839,1.576526,79.288237,19.029177
30.000000,126.000000,0.539995,1.576698,79.913830,19.027102
30.000000,127.000000,0.540212,1.576939,80.535779,19.024200
30.000000,128.000000,0.540492,1.577248,81.154007,19.020470
30.000000,129.000000,0.540834,1.577626,81.768443,19.015917
30.000000,130.000000,0.541237,1.578072,82.379014,19.010542
30.000000,131.000000,0.541703,1.578586,82.985653,19.004348
30.000000,132.000000,0.542229,1.579169,83.588292,18.997339
30.000000,133.000000,0.542818,1.579819,84.186868,18.989519
30.000000,134.000000,0.543467,1.580537,84.781320,18.980893
30.000000,135.000000,0.544177,1.581322,85.371589,18.971464
30.000000,136.000000,0.544949,1.582175,85.957619,18.961240
30.000000,137.000000,0.545780,1.583095,86.539356,18.950224
30.000000,138.000000,0.546672,1.584081,87.116750,18.938424
30.000000,139.000000,0.547624,1.585134,87.689752,18.925846
30.000000,140.000000,0.548635,1.586253,88.258316,18.912496
30.000000,141.000000,0.549705,1.587437,88.822400,18.898383
30.000000,142.000000,0.550835,1.588687,89.381963,18.883513
30.000000,143.000000,0.552023,1.590002,89.936968,18.867895
30.000000,144.000000,0.553269,1.591382,90.487380,18.851537
30.000000,145.000000,0.554572,1.592826,91.033166,18.834448
30.000000,146.000000,0.555934,1.594334,91.574296,18.816636
30.000000,147.000000,0.557352,1.595905,92.110744,18.798111
30.000000,148.000000,0.558827,1.597539,92.642485,18.778882
30.000000,149.000000,0.560357,1.599236,93.169496,18.758959
30.000000,150.000000,0.561944,1.600995,93.691759,18.738352
30.000000,151.000000,0.563585,1.602815,94.209256,18.717071
30.000000,152.000000,0.565281,1.604696,94.721972,18.695126
30.000000,153.000000,0.567032,1.606638,95.229896,18.672529
30.000000,154.000000,0.568836,1.608640,95.733016,18.649289
30.000000,155.000000,0.570693,1.610702,96.231327,18.625418
30.000000,156.000000,0.572603,1.612823,96.724821,18.600927
30.000000,157.000000,0.574565,1.615002,97.213497,18.575827
30.000000,158.000000,0.576578,1.617239,97.697352,18.550130
30.000000,159.000000,0.578643,1.619534,98.176389,18.523847
30.000000,160.000000,0.580758,1.621886,98.650609,18.496989
30.000000,161.000000,0.582923,1.624293,99.120017,18.469568
30.000000,162.000000,0.585138,1.626757,99.584622,18.441597
30.000000,163.000000,0.587401,1.629276,100.044430,18.413085
30.000000,164.000000,0.589713,1.631850,100.499453,18.384046
30.000000,165.000000,0.592072,1.634477,100.949703,18.354491
30.000000,166.000000,0.594478,1.637158,101.395193,18.324433
30.000000,167.000000,0.596931,1.639893,101.835940,18.293881
30.000000,168.000000,0.599430,1.642679,102.271958,18.262850
30.000000,169.000000,0.601975,1.645517,102.703268,18.231349
30.000000,170.000000,0.604564,1.648407,103.129889,18.199392
30.000000,171.000000,0.607198,1.651347,103.551842,18.166990
30.000000,172.000000,0.609875,1.654337,103.969148,18.134154
30.000000,173.000000,0.612595,1.657377,104.381833,18.100896
30.000000,174.000000,0.615358,1.660465,104.789919,18.067227
30.000000,175.000000,0.618163,1.663602,105.193434,18.033160
30.000000,176.000000,0.621010,1.666787,105.592403,17.998705
30.000000,177.000000,0.623897,1.670018,105.986855,17.963874
30.000000,178.000000,0.626825,1.673297,106.376818,17.928677
30.000000,179.000000,0.629792,1.676621,106.762321,17.893127
30.000000,180.000000,0.632799,1.679992,107.143396,17.857233
30.000000,181.000000,0.635844,1.683407,107.520073,17.821006
30.000000,182.000000,0.638927,1.686866,107.892383,17.784459
30.000000,183.000000,0.642048,1.690369,108.260359,17.747600
30.000000,184.000000,0.645205,1.693916,108.624034,17.710440
30.000000,185.000000,0.648399,1.697506,108.983443,17.672991
30.000000,186.000000,0.651629,1.701137,109.338617,17.635261
30.000000,187.000000,0.654895,1.704811,109.689593,17.597261
30.000000,188.000000,0.658195,1.708525,110.036405,17.559001
30.000000,189.000000,0.661529,1.712281,110.379088,17.520490
30.000000,190.000000,0.664898,1.716076,110.717679,17.481739
30.000000,191.000000,0.668299,1.719912,111.052212,17.442756
30.000000,192.000000,0.671734,1.723786,111.382724,17.403551
30.000000,193.000000,0.675200,1.727699,111.709252,17.364132
30.000000,194.000000,0.678699,1.731651,112.031832,17.324510
30.000000,195.000000,0.682228,1.735640,112.350501,17.284692
30.000000,196.000000,0.685789,1.739666,112.665295,17.244688
30.000000,197.000000,0.689380,1.743729,112.976252,17.204505
30.000000,198.000000,0.693001,1.747829,113.283409,17.164153
30.000000,199.000000,0.696651,1.751964,113.586802,17.123638
30.000000,200.000000,0.700330,1.756135,113.886469,17.082970
30.000000,201.000000,0.704038,1.760341,114.182447,17.042156
30.000000,202.000000,0.707773,1.764581,114.474772,17.001204
30.000000,203.000000,0.711537,1.768855,114.763483,16.960121
30.000000,204.000000,0.715327,1.773163,115.048615,16.918914
30.000000,205.000000,0.719144,1.777505,115.330205,16.877591
30.000000,206.000000,0.722988,1.781879,115.608291,16.836159
30.000000,207.000000,0.726857,1.786286,115.882908,16.794624
30.000000,208.000000,0.730752,1.790725,116.154093,16.752994
30.000000,209.000000,0.734672,1.795195,116.421882,16.711275
30.000000,210.000000,0.738616,1.799697,116.686311,16.669473
30.000000,211.000000,0.742585,1.804230,116.947416,16.627595
30.000000,212.000000,0.746578,1.808793,117.205232,16.585646
30.000000,213.000000,0.750594,1.813386,117.459795,16.543633
30.000000,214.000000,0.754634,1.818010,117.711140,16.501562
30.000000,215.000000,0.758696,1.822663,117.959301,16.459437
30.000000,216.000000,0.762780,1.827344,118.204314,16.417266
30.000000,217.000000,0.766887,1.832055,118.446212,16.375052
30.000000,218.000000,0.771015,1.836794,118.685030,16.332802
30.000000,219.000000,0.775165,1.841562,118.920801,16.290521
30.000000,220.000000,0.779336,1.846357,119.153558,16.248212
30.000000,221.000000,0.783527,1.851180,119.383336,16.205883
30.000000,222.000000,0.787739,1.856030,119.610166,16.163536
30.000000,223.000000,0.791971,1.860906,119.834082,16.121177
30.000000,224.000000,0.796222,1.865810,120.055115,16.078810
30.000000,225.000000,0.800493,1.870739,120.273297,16.036440
30.000000,226.000000,0.804783,1.875695,120.488661,15.994070
30.000000,227.000000,0.809091,1.880677,120.701236,15.951705
30.000000,228.000000,0.813419,1.885684,120.911055,15.909349
30.000000,229.000000,0.817764,1.890716,121.118147,15.867006
30.000000,230.000000,0.822127,1.895773,121.322543,15.824680
30.000000,231.000000,0.826508,1.900855,121.524273,15.782373
30.000000,232.000000,0.830906,1.905961,121.723367,15.740091
30.000000,233.000000,0.835321,1.911092,121.919853,15.697835
30.000000,234.000000,0.839753,1.916246,122.113760,15.655610
30.000000,235.000000,0.844202,1.921424,122.305118,15.613419
30.000000,236.000000,0.848667,1.926626,122.493954,15.571265
30.000000,237.000000,0.853148,1.931851,122.680296,15.529151
30.000000,238.000000,0.857644,1.937098,122.864171,15.487080
30.000000,239.000000,0.862156,1.942369,123.045608,15.445055
30.000000,240.000000,0.866684,1.947663,123.224632,15.403079
30.000000,241.000000,0.871226,1.952978,123.401270,15.361154
30.000000,242.000000,0.875783,1.958316,123.575549,15.319283
30.000000,243.000000,0.880355,1.963676,123.747494,15.277468
30.000000,244.000000,0.884941,1.969058,123.917130,15.235713
30.000000,245.000000,0.889541,1.974461,124.084484,15.194018
30.000000,246.000000,0.894155,1.979886,124.249579,15.152388
31.000000,1.000000,0.886051,1.970361,0.507521,15.733158
31.000000,2.000000,0.881432,1.964940,1.017843,15.776562
31.000000,3.000000,0.876828,1.959541,1.530971,15.820034
31.000000,4.000000,0.872238,1.954163,2.046912,15.863570
31.000000,5.000000,0.867662,1.948807,2.565672,15.907168
31.000000,6.000000,0.863101,1.943473,3.087256,15.950825
31.000000,7.000000,0.858554,1.938162,3.611670,15.994539
31.000000,8.000000,0.854023,1.932872,4.138918,16.038307
31.000000,9.000000,0.849508,1.927606,4.669004,16.082126
31.000000,10.000000,0.845008,1.922362,5.201933,16.125993
31.000000,11.000000,0.840523,1.917142,5.737708,16.169905
31.000000,12.000000,0.836055,1.911945,6.276332,16.213859
31.000000,13.000000,0.831603,1.906771,6.817809,16.257851
31.000000,14.000000,0.827168,1.901621,7.362139,16.301879
31.000000,15.000000,0.822750,1.896495,7.909325,16.345939
31.000000,16.000000,0.818349,1.891394,8.459369,16.390027
31.000000,17.000000,0.813966,1.886317,9.012270,16.434140
31.000000,18.000000,0.809600,1.881265,9.568030,16.478274
31.000000,19.000000,0.805252,1.876238,10.126647,16.522424
31.000000,20.000000,0.800923,1.871236,10.688121,16.566588
31.000000,21.000000,0.796612,1.866260,11.252451,16.610760
31.000000,22.000000,0.792321,1.861310,11.819633,16.654937
31.000000,23.000000,0.788048,1.856386,12.389666,16.699115
31.000000,24.000000,0.783795,1.851488,12.962545,16.743287
31.000000,25.000000,0.779562,1.846617,13.538267,16.787451
31.000000,26.000000,0.775349,1.841774,14.116827,16.831601
31.000000,27.000000,0.771157,1.836957,14.698219,16.875733
31.000000,28.000000,0.766986,1.832169,15.282437,16.919841
31.000000,29.000000,0.762836,1.827408,15.869473,16.963920
31.000000,30.000000,0.758707,1.822675,16.459321,17.007965
31.000000,31.000000,0.754600,1.817972,17.051970,17.051970
31.000000,32.000000,0.750516,1.813297,17.647412,17.095930
31.000000,33.000000,0.746454,1.808652,18.245635,17.139839
31.000000,34.000000,0.742416,1.804036,18.846630,17.183692
31.000000,35.000000,0.738400,1.799451,19.450382,17.227481
31.000000,36.000000,0.734409,1.794895,20.056879,17.271201
31.000000,37.000000,0.730442,1.790371,20.666107,17.314846
31.000000,38.000000,0.726499,1.785878,21.278050,17.358409
31.000000,39.000000,0.722581,1.781416,21.892692,17.401883
31.000000,40.000000,0.718689,1.776987,22.510015,17.445262
31.000000,41.000000,0.714822,1.772590,23.130002,17.488538
31.000000,42.000000,0.710982,1.768225,23.752632,17.531705
31.000000,43.000000,0.707168,1.763894,24.377885,17.574754
31.000000,44.000000,0.703381,1.759596,25.005738,17.617679
31.000000,45.000000,0.699622,1.755332,25.636169,17.660472
31.000000,46.000000,0.695891,1.751103,26.269153,17.703125
31.000000,47.000000,0.692189,1.746909,26.904665,17.745630
31.000000,48.000000,0.688515,1.742750,27.542676,17.787979
31.000000,49.000000,0.684870,1.738627,28.183160,17.830163
31.000000,50.000000,0.681255,1.734540,28.826087,17.872174
31.000000,51.000000,0.677671,1.730490,29.471424,17.914003
31.000000,52.000000,0.674117,1.726477,30.119141,17.955642
31.000000,53.000000,0.670595,1.722502,30.769202,17.997080
31.000000,54.000000,0.667105,1.718565,31.421573,18.038310
31.000000,55.000000,0.663646,1.714666,32.076217,18.079322
31.000000,56.000000,0.660221,1.710807,32.733095,18.120106
31.000000,57.000000,0.656828,1.706987,33.392167,18.160652
31.000000,58.000000,0.653470,1.703208,34.053392,18.200951
31.000000,59.000000,0.650146,1.699469,34.716727,18.240992
31.000000,60.000000,0.646856,1.695771,35.382127,18.280766
31.000000,61.000000,0.643602,1.692116,36.049545,18.320261
31.000000,62.000000,0.640384,1.688502,36.718934,18.359467
31.000000,63.000000,0.637203,1.684931,37.390245,18.398374
31.000000,64.000000,0.634058,1.681404,38.063424,18.436971
31.000000,65.000000,0.630951,1.677921,38.738420,18.475247
31.000000,66.000000,0.627883,1.674482,39.415178,18.513190
31.000000,67.000000,0.624852,1.671088,40.093640,18.550789
31.000000,68.000000,0.621862,1.667740,40.773749,18.588033
31.000000,69.000000,0.618910,1.664438,41.455445,18.624910
31.000000,70.000000,0.616000,1.661182,42.138666,18.661409
31.000000,71.000000,0.613130,1.657974,42.823347,18.697518
31.000000,72.000000,0.610302,1.654814,43.509424,18.733224
31.000000,73.000000,0.607516,1.651702,44.196830,18.768517
31.000000,74.000000,0.604773,1.648640,44.885495,18.803383
31.000000,75.000000,0.602073,1.645626,45.575348,18.837811
31.000000,76.000000,0.599417,1.642664,46.266318,18.871788
31.000000,77.000000,0.596805,1.639752,46.958330,18.905302
31.000000,78.000000,0.594238,1.636891,47.651307,18.938340
31.000000,79.000000,0.591717,1.634082,48.345173,18.970891
31.000000,80.000000,0.589243,1.631326,49.039847,19.002941
31.000000,81.000000,0.586815,1.628624,49.735249,19.034478
31.000000,82.000000,0.584434,1.625975,50.431295,19.065490
31.000000,83.000000,0.582102,1.623380,51.127902,19.095963
31.000000,84.000000,0.579818,1.620840,51.824983,19.125886
31.000000,85.000000,0.577583,1.618356,52.522450,19.155247
31.000000,86.000000,0.575398,1.615927,53.220215,19.184031
31.000000,87.000000,0.573263,1.613556,53.918188,19.212228
31.000000,88.000000,0.571179,1.611241,54.616275,19.239824
31.000000,89.000000,0.569146,1.608985,55.314383,19.266808
31.000000,90.000000,0.567165,1.606787,56.012419,19.293167
31.000000,91.000000,0.565237,1.604647,56.710286,19.318889
31.000000,92.000000,0.563362,1.602567,57.407886,19.343962
31.000000,93.000000,0.561540,1.600547,58.105122,19.368374
31.000000,94.000000,0.559773,1.598588,58.801895,19.392114
31.000000,95.000000,0.558060,1.596690,59.498103,19.415170
31.000000,96.000000,0.556402,1.594853,60.193646,19.437532
31.000000,97.000000,0.554800,1.593078,60.888422,19.459186
31.000000,98.000000,0.553254,1.591366,61.582328,19.480124
31.000000,99.000000,0.551764,1.589716,62.275260,19.500334
31.000000,100.000000,0.550332,1.588131,62.967115,19.519806
31.000000,101.000000,0.548956,1.586609,63.657788,19.538529
31.000000,102.000000,0.547639,1.585151,64.347174,19.556494
31.000000,103.000000,0.546380,1.583758,65.035169,19.573692
31.000000,104.000000,0.545180,1.582431,65.721667,19.590112
31.000000,105.000000,0.544039,1.581169,66.406563,19.605747
31.000000,106.000000,0.542957,1.579973,67.089751,19.620588
31.000000,107.000000,0.541935,1.578843,67.771127,19.634626
31.000000,108.000000,0.540974,1.577780,68.450587,19.647854
31.000000,109.000000,0.540073,1.576785,69.128024,19.660264
31.000000,110.000000,0.539232,1.575856,69.803336,19.671849
31.000000,111.000000,0.538453,1.574995,70.476420,19.682604
31.000000,112.000000,0.537735,1.574202,71.147173,19.692521
31.000000,113.000000,0.537079,1.573477,71.815492,19.701595
31.000000,114.000000,0.536484,1.572820,72.481278,19.709821
31.000000,115.000000,0.535952,1.572232,73.144430,19.717194
31.000000,116.000000,0.535481,1.571712,73.804851,19.723710
31.000000,117.000000,0.535073,1.571262,74.462442,19.729365
31.000000,118.000000,0.534728,1.570881,75.117108,19.734155
31.000000,119.000000,0.534445,1.570568,75.768754,19.738079
31.000000,120.000000,0.534225,1.570325,76.417287,19.741133
31.000000,121.000000,0.534068,1.570152,77.062617,19.743315
31.000000,122.000000,0.533974,1.570048,77.704654,19.744625
31.000000,123.000000,0.533942,1.570013,78.343311,19.745062
31.000000,124.000000,0.533974,1.570048,78.978501,19.744625
31.000000,125.000000,0.534068,1.570152,79.610142,19.743315
31.000000,126.000000,0.534225,1.570325,80.238152,19.741133
31.000000,127.000000,0.534445,1.570568,80.862451,19.738079
31.000000,128.000000,0.534728,1.570881,81.482964,19.734155
31.000000,129.000000,0.535073,1.571262,82.099615,19.729365
31.000000,130.000000,0.535481,1.571712,82.712333,19.723710
31.000000,131.000000,0.535952,1.572232,83.321047,19.717194
31.000000,132.000000,0.536484,1.572820,83.925690,19.709821
31.000000,133.000000,0.537079,1.573477,84.526199,19.701595
31.000000,134.000000,0.537735,1.574202,85.122510,19.692521
31.000000,135.000000,0.538453,1.574995,85.714565,19.682604
31.000000,136.000000,0.539232,1.575856,86.302307,19.671849
31.000000,137.000000,0.540073,1.576785,86.885682,19.660264
31.000000,138.000000,0.540974,1.577780,87.464638,19.647854
31.000000,139.000000,0.541935,1.578843,88.039128,19.634626
31.000000,140.000000,0.542957,1.579973,88.609105,19.620588
31.000000,141.000000,0.544039,1.581169,89.174527,19.605747
31.000000,142.000000,0.545180,1.582431,89.735353,19.590112
31.000000,143.000000,0.546380,1.583758,90.291545,19.573692
31.000000,144.000000,0.547639,1.585151,90.843069,19.556494
31.000000,145.000000,0.548956,1.586609,91.389893,19.538529
31.000000,146.000000,0.550332,1.588131,91.931987,19.519806
31.000000,147.000000,0.551764,1.589716,92.469325,19.500334
31.000000,148.000000,0.553254,1.591366,93.001882,19.480124
31.000000,149.000000,0.554800,1.593078,93.529638,19.459186
31.000000,150.000000,0.556402,1.594853,94.052572,19.437532
31.000000,151.000000,0.558060,1.596690,94.570669,19.415170
31.000000,152.000000,0.559773,1.598588,95.083915,19.392114
31.000000,153.000000,0.561540,1.600547,95.592298,19.368374
31.000000,154.000000,0.563362,1.602567,96.095810,19.343962
31.000000,155.000000,0.565237,1.604647,96.594443,19.318889
31.000000,156.000000,0.567165,1.606787,97.088193,19.293167
31.000000,157.000000,0.569146,1.608985,97.577058,19.266808
31.000000,158.000000,0.571179,1.611241,98.061039,19.239824
31.000000,159.000000,0.573263,1.613556,98.540136,19.212228
31.000000,160.000000,0.575398,1.615927,99.014354,19.184031
31.000000,161.000000,0.577583,1.618356,99.483700,19.155247
31.000000,162.000000,0.579818,1.620840,99.948181,19.125886
31.000000,163.000000,0.582102,1.623380,100.407807,19.095963
31.000000,164.000000,0.584434,1.625975,100.862590,19.065490
31.000000,165.000000,0.586815,1.628624,101.312543,19.034478
31.000000,166.000000,0.589243,1.631326,101.757682,19.002941
31.000000,167.000000,0.591717,1.634082,102.198023,18.970891
31.000000,168.000000,0.594238,1.636891,102.633585,18.938340
31.000000,169.000000,0.596805,1.639752,103.064386,18.905302
31.000000,170.000000,0.599417,1.642664,103.490448,18.871788
31.000000,171.000000,0.602073,1.645626,103.911794,18.837811
31.000000,172.000000,0.604773,1.648640,104.328447,18.803383
31.000000,173.000000,0.607516,1.651702,104.740432,18.768517
31.000000,174.000000,0.610302,1.654814,105.147775,18.733224
31.000000,175.000000,0.613130,1.657974,105.550503,18.697518
31.000000,176.000000,0.616000,1.661182,105.948645,18.661409
31.000000,177.000000,0.618910,1.664438,106.342229,18.624910
31.000000,178.000000,0.621862,1.667740,106.731285,18.588033
31.000000,179.000000,0.624852,1.671088,107.115845,18.550789
31.000000,180.000000,0.627883,1.674482,107.495939,18.513190
31.000000,181.000000,0.630951,1.677921,107.871601,18.475247
31.000000,182.000000,0.634058,1.681404,108.242862,18.436971
31.000000,183.000000,0.637203,1.684931,108.609758,18.398374
31.000000,184.000000,0.640384,1.688502,108.972322,18.359467
31.000000,185.000000,0.643602,1.692116,109.330588,18.320261
31.000000,186.000000,0.646856,1.695771,109.684593,18.280766
31.000000,187.000000,0.650146,1.699469,110.034372,18.240992
31.000000,188.000000,0.653470,1.703208,110.379960,18.200951
31.000000,189.000000,0.656828,1.706987,110.721396,18.160652
31.000000,190.000000,0.660221,1.710807,111.058714,18.120106
31.000000,191.000000,0.663646,1.714666,111.391952,18.079322
31.000000,192.000000,0.667105,1.718565,111.721148,18.038310
31.000000,193.000000,0.670595,1.722502,112.046339,17.997080
31.000000,194.000000,0.674117,1.726477,112.367563,17.955642
31.000000,195.000000,0.677671,1.730490,112.684857,17.914003
31.000000,196.000000,0.681255,1.734540,112.998259,17.872174
31.000000,197.000000,0.684870,1.738627,113.307808,17.830163
31.000000,198.000000,0.688515,1.742750,113.613540,17.787979
31.000000,199.000000,0.692189,1.746909,113.915495,17.745630
31.000000,200.000000,0.695891,1.751103,114.213710,17.703125
31.000000,201.000000,0.699622,1.755332,114.508223,17.660472
31.000000,202.000000,0.703381,1.759596,114.799071,17.617679
31.000000,203.000000,0.707168,1.763894,115.086294,17.574754
31.000000,204.000000,0.710982,1.768225,115.369928,17.531705
31.000000,205.000000,0.714822,1.772590,115.650010,17.488538
31.000000,206.000000,0.718689,1.776987,115.926579,17.445262
31.000000,207.000000,0.722581,1.781416,116.199672,17.401883
31.000000,208.000000,0.726499,1.785878,116.469325,17.358409
31.000000,209.000000,0.730442,1.790371,116.735576,17.314846
31.000000,210.000000,0.734409,1.794895,116.998461,17.271201
31.000000,211.000000,0.738400,1.799451,117.258016,17.227481
31.000000,212.000000,0.742416,1.804036,117.514278,17.183692
31.000000,213.000000,0.746454,1.808652,117.767283,17.139839
31.000000,214.000000,0.750516,1.813297,118.017067,17.095930
31.000000,215.000000,0.754600,1.817972,118.263664,17.051970
31.000000,216.000000,0.758707,1.822675,118.507110,17.007965
31.000000,217.000000,0.762836,1.827408,118.747439,16.963920
31.000000,218.000000,0.766986,1.832169,118.984687,16.919841
31.000000,219.000000,0.771157,1.836957,119.218888,16.875733
31.000000,220.000000,0.775349,1.841774,119.450075,16.831601
31.000000,221.000000,0.779562,1.846617,119.678282,16.787451
31.000000,222.000000,0.783795,1.851488,119.903542,16.743287
31.000000,223.000000,0.788048,1.856386,120.125889,16.699115
31.000000,224.000000,0.792321,1.861310,120.345354,16.654937
31.000000,225.000000,0.796612,1.866260,120.561971,16.610760
31.000000,226.000000,0.800923,1.871236,120.775771,16.566588
31.000000,227.000000,0.805252,1.876238,120.986786,16.522424
31.000000,228.000000,0.809600,1.881265,121.195046,16.478274
31.000000,229.000000,0.813966,1.886317,121.400584,16.434140
31.000000,230.000000,0.818349,1.891394,121.603429,16.390027
31.000000,231.000000,0.822750,1.896495,121.803611,16.345939
31.000000,232.000000,0.827168,1.901621,122.001161,16.301879
31.000000,233.000000,0.831603,1.906771,122.196108,16.257851
31.000000,234.000000,0.836055,1.911945,122.388482,16.213859
31.000000,235.000000,0.840523,1.917142,122.578310,16.169905
31.000000,236.000000,0.845008,1.922362,122.765621,16.125993
31.000000,237.000000,0.849508,1.927606,122.950444,16.082126
31.000000,238.000000,0.854023,1.932872,123.132807,16.038307
31.000000,239.000000,0.858554,1.938162,123.312736,15.994539
31.000000,240.000000,0.863101,1.943473,123.490258,15.950825
31.000000,241.000000,0.867662,1.948807,123.665401,15.907168
31.000000,242.000000,0.872238,1.954163,123.838191,15.863570
31.000000,243.000000,0.876828,1.959541,124.008653,15.820034
31.000000,244.000000,0.881432,1.964940,124.176814,15.776562
31.000000,245.000000,0.886051,1.970361,124.342698,15.733158
31.000000,246.000000,0.890683,1.975803,124.506331,15.689822
32.000000,1.000000,0.882584,1.966292,0.508572,16.274289
32.000000,2.000000,0.877948,1.960853,1.019964,16.319426
32.000000,3.000000,0.873325,1.955436,1.534185,16.364635
32.000000,4.000000,0.868716,1.950041,2.051239,16.409915
32.000000,5.000000,0.864122,1.944667,2.571135,16.455263
32.000000,6.000000,0.859542,1.939315,3.093877,16.500675
32.000000,7.000000,0.854977,1.933985,3.619470,16.546150
32.000000,8.000000,0.850426,1.928677,4.147921,16.591684
32.000000,9.000000,0.845891,1.923392,4.679234,16.637275
32.000000,10.000000,0.841372,1.918129,5.213412,16.682920
32.000000,11.000000,0.836868,1.912890,5.750461,16.728614
32.000000,12.000000,0.832381,1.907674,6.290384,16.774356
32.000000,13.000000,0.827909,1.902481,6.833183,16.820142
32.000000,14.000000,0.823454,1.897312,7.378861,16.865968
32.000000,15.000000,0.819016,1.892167,7.927421,16.911831
32.000000,16.000000,0.814595,1.887045,8.478864,16.957727
32.000000,17.000000,0.810191,1.881949,9.033190,17.003653
32.000000,18.000000,0.805805,1.876876,9.590402,17.049604
32.000000,19.000000,0.801437,1.871829,10.150498,17.095576
32.000000,20.000000,0.797087,1.866807,10.713479,17.141566
32.000000,21.000000,0.792755,1.861811,11.279342,17.187569
32.000000,22.000000,0.788442,1.856840,11.848087,17.233581
