row,col,r,newCoords,xq,yq
1.000000,90.000000,0.732523,1.792745,50.202346,0.557804
1.000000,91.000000,0.731032,1.791044,50.808364,0.558334
1.000000,92.000000,0.729583,1.789392,51.414113,0.558849
1.000000,93.000000,0.728177,1.787790,52.019535,0.559350
1.000000,94.000000,0.726815,1.786238,52.624571,0.559836
1.000000,95.000000,0.725496,1.784736,53.229161,0.560307
1.000000,96.000000,0.724222,1.783285,53.833248,0.560763
1.000000,97.000000,0.722992,1.781884,54.436771,0.561204
1.000000,98.000000,0.721806,1.780534,55.039670,0.561629
1.000000,99.000000,0.720665,1.779235,55.641886,0.562039
1.000000,100.000000,0.719568,1.777988,56.243358,0.562434
1.000000,101.000000,0.718517,1.776792,56.844026,0.562812
1.000000,102.000000,0.717511,1.775648,57.443830,0.563175
1.000000,103.000000,0.716551,1.774555,58.042709,0.563521
1.000000,104.000000,0.715636,1.773515,58.640604,0.563852
1.000000,105.000000,0.714767,1.772527,59.237453,0.564166
1.000000,106.000000,0.713944,1.771592,59.833198,0.564464
1.000000,107.000000,0.713168,1.770709,60.427777,0.564746
1.000000,108.000000,0.712437,1.769879,61.021131,0.565010
1.000000,109.000000,0.711753,1.769101,61.613200,0.565259
1.000000,110.000000,0.711116,1.768377,62.203924,0.565490
1.000000,111.000000,0.710525,1.767706,62.793245,0.565705
1.000000,112.000000,0.709981,1.767088,63.381103,0.565903
1.000000,113.000000,0.709484,1.766524,63.967440,0.566084
1.000000,114.000000,0.709034,1.766013,64.552197,0.566247
1.000000,115.000000,0.708631,1.765555,65.135318,0.566394
1.000000,116.000000,0.708276,1.765151,65.716744,0.566524
1.000000,117.000000,0.707967,1.764801,66.296418,0.566636
1.000000,118.000000,0.707706,1.764505,66.874285,0.566731
1.000000,119.000000,0.707493,1.764262,67.450289,0.566809
1.000000,120.000000,0.707326,1.764074,68.024374,0.566870
1.000000,121.000000,0.707208,1.763939,68.596486,0.566913
1.000000,122.000000,0.707136,1.763858,69.166571,0.566939
1.000000,123.000000,0.707113,1.763831,69.734576,0.566948
1.000000,124.000000,0.707136,1.763858,70.300449,0.566939
1.000000,125.000000,0.707208,1.763939,70.864138,0.566913
1.000000,126.000000,0.707326,1.764074,71.425592,0.566870
1.000000,127.000000,0.707493,1.764262,71.984762,0.566809
1.000000,128.000000,0.707706,1.764505,72.541597,0.566731
1.000000,129.000000,0.707967,1.764801,73.096051,0.566636
1.000000,130.000000,0.708276,1.765151,73.648075,0.566524
1.000000,131.000000,0.708631,1.765555,74.197623,0.566394
1.000000,132.000000,0.709034,1.766013,74.744650,0.566247
1.000000,133.000000,0.709484,1.766524,75.289111,0.566084
1.000000,134.000000,0.709981,1.767088,75.830962,0.565903
1.000000,135.000000,0.710525,1.767706,76.370163,0.565705
1.000000,136.000000,0.711116,1.768377,76.906670,0.565490
1.000000,137.000000,0.711753,1.769101,77.440444,0.565259
1.000000,138.000000,0.712437,1.769879,77.971445,0.565010
1.000000,139.000000,0.713168,1.770709,78.499635,0.564746
1.000000,140.000000,0.713944,1.771592,79.024978,0.564464
1.000000,141.000000,0.714767,1.772527,79.547437,0.564166
1.000000,142.000000,0.715636,1.773515,80.066978,0.563852
1.000000,143.000000,0.716551,1.774555,80.583567,0.563521
1.000000,144.000000,0.717511,1.775648,81.097171,0.563175
1.000000,145.000000,0.718517,1.776792,81.607760,0.562812
1.000000,146.000000,0.719568,1.777988,82.115302,0.562434
1.000000,147.000000,0.720665,1.779235,82.619770,0.562039
1.000000,148.000000,0.721806,1.780534,83.121135,0.561629
1.000000,149.000000,0.722992,1.781884,83.619370,0.561204
1.000000,150.000000,0.724222,1.783285,84.114450,0.560763
1.000000,151.000000,0.725496,1.784736,84.606351,0.560307
1.000000,152.000000,0.726815,1.786238,85.095050,0.559836
1.000000,153.000000,0.728177,1.787790,85.580525,0.559350
1.000000,154.000000,0.729583,1.789392,86.062754,0.558849
1.000000,155.000000,0.731032,1.791044,86.541719,0.558334
1.000000,156.000000,0.732523,1.792745,87.017400,0.557804
1.000000,157.000000,0.734058,1.794495,87.489781,0.557260
1.000000,158.000000,0.735635,1.796295,87.958845,0.556702
1.000000,159.000000,0.737255,1.798143,88.424577,0.556129
1.000000,160.000000,0.738916,1.800039,88.886963,0.555544
1.000000,161.000000,0.740619,1.801983,89.345991,0.554944
1.000000,162.000000,0.742363,1.803976,89.801648,0.554331
1.000000,163.000000,0.744148,1.806016,90.253923,0.553705
1.000000,164.000000,0.745974,1.808103,90.702808,0.553066
1.000000,165.000000,0.747841,1.810237,91.148293,0.552414
1.000000,166.000000,0.749747,1.812418,91.590371,0.551749
1.000000,167.000000,0.751694,1.814645,92.029035,0.551072
1.000000,168.000000,0.753680,1.816918,92.464280,0.550383
1.000000,169.000000,0.755705,1.819237,92.896101,0.549681
1.000000,170.000000,0.757769,1.821601,93.324495,0.548968
1.000000,171.000000,0.759872,1.824011,93.749458,0.548242
1.000000,172.000000,0.762013,1.826465,94.170990,0.547506
1.000000,173.000000,0.764192,1.828964,94.589088,0.546758
1.000000,174.000000,0.766409,1.831507,95.003754,0.545999
1.000000,175.000000,0.768663,1.834093,95.414988,0.545229
1.000000,176.000000,0.770954,1.836724,95.822791,0.544448
1.000000,177.000000,0.773281,1.839397,96.227168,0.543656
1.000000,178.000000,0.775645,1.842114,96.628119,0.542855
1.000000,179.000000,0.778045,1.844873,97.025651,0.542043
1.000000,180.000000,0.780481,1.847674,97.419768,0.541221
1.000000,181.000000,0.782952,1.850518,97.810474,0.540389
1.000000,182.000000,0.785458,1.853402,98.197778,0.539548
1.000000,183.000000,0.787998,1.856329,98.581686,0.538698
1.000000,184.000000,0.790573,1.859296,98.962205,0.537838
1.000000,185.000000,0.793182,1.862303,99.339344,0.536969
1.000000,186.000000,0.795825,1.865351,99.713112,0.536092
1.000000,187.000000,0.798501,1.868440,100.083519,0.535206
1.000000,188.000000,0.801210,1.871567,100.450574,0.534312
1.000000,189.000000,0.803951,1.874734,100.814290,0.533409
1.000000,190.000000,0.806725,1.877940,101.174676,0.532498
1.000000,191.000000,0.809531,1.881185,101.531745,0.531580
1.000000,192.000000,0.812368,1.884468,101.885510,0.530654
1.000000,193.000000,0.815237,1.887789,102.235983,0.529720
1.000000,194.000000,0.818137,1.891148,102.583177,0.528779
1.000000,195.000000,0.821068,1.894545,102.927107,0.527831
1.000000,196.000000,0.824029,1.897978,103.267786,0.526876
1.000000,197.000000,0.827019,1.901448,103.605230,0.525915
1.000000,198.000000,0.830040,1.904955,103.939452,0.524947
1.000000,199.000000,0.833090,1.908498,104.270470,0.523972
1.000000,200.000000,0.836169,1.912077,104.598298,0.522991
1.000000,201.000000,0.839277,1.915691,104.922953,0.522005
1.000000,202.000000,0.842413,1.919341,105.244450,0.521012
1.000000,203.000000,0.845577,1.923026,105.562808,0.520014
1.000000,204.000000,0.848769,1.926745,105.878042,0.519010
1.000000,205.000000,0.851989,1.930499,106.190171,0.518001
1.000000,206.000000,0.855235,1.934287,106.499211,0.516986
1.000000,207.000000,0.858509,1.938108,106.805180,0.515967
1.000000,208.000000,0.861809,1.941963,107.108098,0.514943
1.000000,209.000000,0.865135,1.945852,107.407981,0.513914
1.000000,210.000000,0.868487,1.949773,107.704848,0.512880
1.000000,211.000000,0.871865,1.953727,107.998718,0.511842
1.000000,212.000000,0.875269,1.957713,108.289610,0.510800
1.000000,213.000000,0.878697,1.961732,108.577542,0.509754
1.000000,214.000000,0.882150,1.965782,108.862534,0.508703
1.000000,215.000000,0.885627,1.969864,109.144605,0.507649
1.000000,216.000000,0.889129,1.973977,109.423774,0.506592
1.000000,217.000000,0.892655,1.978121,109.700060,0.505530
1.000000,218.000000,0.896204,1.982296,109.973484,0.504466
1.000000,219.000000,0.899776,1.986501,110.244065,0.503398
1.000000,220.000000,0.903372,1.990737,110.511822,0.502326
1.000000,221.000000,0.906990,1.995003,110.776775,0.501252
1.000000,222.000000,0.910631,1.999299,111.038945,0.500175
1.000000,223.000000,0.914294,2.003624,111.298350,0.499096
1.000000,224.000000,0.917979,2.007978,111.555011,0.498013
1.000000,225.000000,0.921686,2.012361,111.808948,0.496929
1.000000,226.000000,0.925414,2.016773,112.060180,0.495842
1.000000,227.000000,0.929164,2.021214,112.308728,0.494752
1.000000,228.000000,0.932934,2.025683,112.554611,0.493661
1.000000,229.000000,0.936725,2.030181,112.797850,0.492567
1.000000,230.000000,0.940537,2.034706,113.038464,0.491472
1.000000,231.000000,0.944369,2.039258,113.276472,0.490374
1.000000,232.000000,0.948220,2.043839,113.511896,0.489275
1.000000,233.000000,0.952092,2.048446,113.744754,0.488175
1.000000,234.000000,0.955982,2.053081,113.975067,0.487073
1.000000,235.000000,0.959892,2.057742,114.202854,0.485970
1.000000,236.000000,0.963821,2.062430,114.428135,0.484865
1.000000,237.000000,0.967769,2.067144,114.650929,0.483759
1.000000,238.000000,0.971736,2.071885,114.871256,0.482652
1.000000,239.000000,0.975720,2.076651,115.089135,0.481544
1.000000,240.000000,0.979723,2.081444,115.304586,0.480436
1.000000,241.000000,0.983743,2.086262,115.517628,0.479326
1.000000,242.000000,0.987782,2.091105,115.728280,0.478216
1.000000,243.000000,0.991837,2.095974,115.936561,0.477105
1.000000,244.000000,0.995910,2.100868,116.142490,0.475994
1.000000,245.000000,1.000000,2.105786,116.346087,0.474882
1.000000,246.000000,1.004107,2.110730,116.547369,0.473770
2.000000,1.000000,0.995927,2.100888,0.475989,0.951979
2.000000,2.000000,0.991820,2.095953,0.954220,0.954220
2.000000,3.000000,0.987730,2.091044,1.434690,0.956460
2.000000,4.000000,0.983658,2.086159,1.917399,0.958700
2.000000,5.000000,0.979603,2.081299,2.402345,0.960938
2.000000,6.000000,0.975565,2.076465,2.889526,0.963175
2.000000,7.000000,0.971545,2.071657,3.378938,0.965411
2.000000,8.000000,0.967543,2.066874,3.870579,0.967645
2.000000,9.000000,0.963560,2.062117,4.364446,0.969877
2.000000,10.000000,0.959595,2.057387,4.860535,0.972107
2.000000,11.000000,0.955648,2.052682,5.358842,0.974335
2.000000,12.000000,0.951721,2.048005,5.859362,0.976560
2.000000,13.000000,0.947812,2.043353,6.362091,0.978783
2.000000,14.000000,0.943923,2.038729,6.867022,0.981003
2.000000,15.000000,0.940054,2.034132,7.374151,0.983220
2.000000,16.000000,0.936205,2.029563,7.883471,0.985434
2.000000,17.000000,0.932376,2.025021,8.394975,0.987644
2.000000,18.000000,0.928567,2.020507,8.908656,0.989851
2.000000,19.000000,0.924779,2.016021,9.424506,0.992053
2.000000,20.000000,0.921011,2.011563,9.942517,0.994252
2.000000,21.000000,0.917265,2.007134,10.462681,0.996446
2.000000,22.000000,0.913540,2.002733,10.984988,0.998635
2.000000,23.000000,0.909837,1.998362,11.509428,1.000820
2.000000,24.000000,0.906156,1.994019,12.035991,1.002999
2.000000,25.000000,0.902497,1.989707,12.564667,1.005173
2.000000,26.000000,0.898861,1.985423,13.095443,1.007342
2.000000,27.000000,0.895247,1.981170,13.628308,1.009504
2.000000,28.000000,0.891656,1.976947,14.163250,1.011661
2.000000,29.000000,0.888089,1.972755,14.700254,1.013811
2.000000,30.000000,0.884545,1.968593,15.239308,1.015954
2.000000,31.000000,0.881025,1.964463,15.780397,1.018090
2.000000,32.000000,0.877530,1.960363,16.323505,1.020219
2.000000,33.000000,0.874058,1.956295,16.868618,1.022341
2.000000,34.000000,0.870612,1.952259,17.415719,1.024454
2.000000,35.000000,0.867190,1.948255,17.964791,1.026559
2.000000,36.000000,0.863794,1.944284,18.515816,1.028656
2.000000,37.000000,0.860424,1.940345,19.068776,1.030745
2.000000,38.000000,0.857079,1.936439,19.623652,1.032824
2.000000,39.000000,0.853761,1.932566,20.180424,1.034894
2.000000,40.000000,0.850469,1.928727,20.739072,1.036954
2.000000,41.000000,0.847204,1.924921,21.299574,1.039004
2.000000,42.000000,0.843966,1.921150,21.861910,1.041043
2.000000,43.000000,0.840756,1.917413,22.426055,1.043072
2.000000,44.000000,0.837574,1.913710,22.991987,1.045090
2.000000,45.000000,0.834419,1.910043,23.559681,1.047097
2.000000,46.000000,0.831293,1.906411,24.129113,1.049092
2.000000,47.000000,0.828196,1.902814,24.700256,1.051075
2.000000,48.000000,0.825128,1.899254,25.273085,1.053045
2.000000,49.000000,0.822089,1.895729,25.847572,1.055003
2.000000,50.000000,0.819081,1.892241,26.423689,1.056948
2.000000,51.000000,0.816102,1.888790,27.001407,1.058879
2.000000,52.000000,0.813153,1.885377,27.580696,1.060796
2.000000,53.000000,0.810236,1.882000,28.161527,1.062699
2.000000,54.000000,0.807349,1.878662,28.743866,1.064588
2.000000,55.000000,0.804494,1.875361,29.327683,1.066461
2.000000,56.000000,0.801670,1.872099,29.912945,1.068319
2.000000,57.000000,0.798879,1.868876,30.499616,1.070162
2.000000,58.000000,0.796120,1.865692,31.087664,1.071988
2.000000,59.000000,0.793394,1.862547,31.677052,1.073798
2.000000,60.000000,0.790700,1.859442,32.267743,1.075591
2.000000,61.000000,0.788041,1.856377,32.859701,1.077367
2.000000,62.000000,0.785415,1.853353,33.452888,1.079125
2.000000,63.000000,0.782823,1.850369,34.047265,1.080866
2.000000,64.000000,0.780265,1.847426,34.642791,1.082587
2.000000,65.000000,0.777743,1.844525,35.239427,1.084290
2.000000,66.000000,0.775255,1.841665,35.837131,1.085974
2.000000,67.000000,0.772803,1.838848,36.435861,1.087638
2.000000,68.000000,0.770387,1.836073,37.035573,1.089282
2.000000,69.000000,0.768007,1.833340,37.636224,1.090905
2.000000,70.000000,0.765663,1.830651,38.237769,1.092508
2.000000,71.000000,0.763356,1.828005,38.840163,1.094089
2.000000,72.000000,0.761086,1.825402,39.443359,1.095649
2.000000,73.000000,0.758854,1.822844,40.047309,1.097187
2.000000,74.000000,0.756660,1.820330,40.651967,1.098702
2.000000,75.000000,0.754503,1.817861,41.257284,1.100194
2.000000,76.000000,0.752386,1.815437,41.863210,1.101663
2.000000,77.000000,0.750307,1.813058,42.469694,1.103109
2.000000,78.000000,0.748267,1.810724,43.076687,1.104530
2.000000,79.000000,0.746266,1.808437,43.684136,1.105927
2.000000,80.000000,0.744306,1.806196,44.291989,1.107300
2.000000,81.000000,0.742385,1.804001,44.900194,1.108647
2.000000,82.000000,0.740505,1.801853,45.508696,1.109968
2.000000,83.000000,0.738665,1.799753,46.117441,1.111264
2.000000,84.000000,0.736867,1.797700,46.726375,1.112533
2.000000,85.000000,0.735109,1.795695,47.335441,1.113775
2.000000,86.000000,0.733394,1.793738,47.944585,1.114990
2.000000,87.000000,0.731720,1.791829,48.553748,1.116178
2.000000,88.000000,0.730088,1.789969,49.162875,1.117338
2.000000,89.000000,0.728499,1.788157,49.771907,1.118470
2.000000,90.000000,0.726953,1.786395,50.380787,1.119573
2.000000,91.000000,0.725450,1.784683,50.989456,1.120647
2.000000,92.000000,0.723989,1.783020,51.597854,1.121692
2.000000,93.000000,0.722573,1.781407,52.205923,1.122708
2.000000,94.000000,0.721200,1.779844,52.813603,1.123694
2.000000,95.000000,0.719871,1.778332,53.420834,1.124649
2.000000,96.000000,0.718587,1.776871,54.027556,1.125574
2.000000,97.000000,0.717347,1.775461,54.633707,1.126468
2.000000,98.000000,0.716152,1.774102,55.239228,1.127331
2.000000,99.000000,0.715002,1.772794,55.844058,1.128163
2.000000,100.000000,0.713897,1.771538,56.448135,1.128963
2.000000,101.000000,0.712837,1.770334,57.051397,1.129731
2.000000,102.000000,0.711823,1.769181,57.653785,1.130466
2.000000,103.000000,0.710855,1.768081,58.255236,1.131170
2.000000,104.000000,0.709933,1.767034,58.855690,1.131840
2.000000,105.000000,0.709057,1.766039,59.455084,1.132478
2.000000,106.000000,0.708228,1.765097,60.053358,1.133082
2.000000,107.000000,0.707445,1.764208,60.650451,1.133653
2.000000,108.000000,0.706708,1.763372,61.246302,1.134191
2.000000,109.000000,0.706019,1.762589,61.840849,1.134694
2.000000,110.000000,0.705376,1.761860,62.434034,1.135164
2.000000,111.000000,0.704781,1.761184,63.025794,1.135600
2.000000,112.000000,0.704232,1.760561,63.616071,1.136001
2.000000,113.000000,0.703731,1.759993,64.204806,1.136368
2.000000,114.000000,0.703278,1.759478,64.791937,1.136701
2.000000,115.000000,0.702871,1.759017,65.377408,1.136998
2.000000,116.000000,0.702513,1.758611,65.961160,1.137261
2.000000,117.000000,0.702202,1.758258,66.543135,1.137489
2.000000,118.000000,0.701939,1.757959,67.123276,1.137683
2.000000,119.000000,0.701723,1.757715,67.701526,1.137841
2.000000,120.000000,0.701556,1.757525,68.277830,1.137964
2.000000,121.000000,0.701436,1.757389,68.852131,1.138052
2.000000,122.000000,0.701364,1.757308,69.424376,1.138105
2.000000,123.000000,0.701340,1.757281,69.994510,1.138122
2.000000,124.000000,0.701364,1.757308,70.562480,1.138105
2.000000,125.000000,0.701436,1.757389,71.128235,1.138052
2.000000,126.000000,0.701556,1.757525,71.691721,1.137964
2.000000,127.000000,0.701723,1.757715,72.252889,1.137841
2.000000,128.000000,0.701939,1.757959,72.811689,1.137683
2.000000,129.000000,0.702202,1.758258,73.368072,1.137489
2.000000,130.000000,0.702513,1.758611,73.921990,1.137261
2.000000,131.000000,0.702871,1.759017,74.473396,1.136998
2.000000,132.000000,0.703278,1.759478,75.022243,1.136701
2.000000,133.000000,0.703731,1.759993,75.568488,1.136368
2.000000,134.000000,0.704232,1.760561,76.112085,1.136001
2.000000,135.000000,0.704781,1.761184,76.652993,1.135600
2.000000,136.000000,0.705376,1.761860,77.191169,1.135164
2.000000,137.000000,0.706019,1.762589,77.726572,1.134694
2.000000,138.000000,0.706708,1.763372,78.259163,1.134191
2.000000,139.000000,0.707445,1.764208,78.788903,1.133653
2.000000,140.000000,0.708228,1.765097,79.315756,1.133082
2.000000,141.000000,0.709057,1.766039,79.839684,1.132478
2.000000,142.000000,0.709933,1.767034,80.360653,1.131840
2.000000,143.000000,0.710855,1.768081,80.878629,1.131170
2.000000,144.000000,0.711823,1.769181,81.393579,1.130466
2.000000,145.000000,0.712837,1.770334,81.905471,1.129731
2.000000,146.000000,0.713897,1.771538,82.414276,1.128963
2.000000,147.000000,0.715002,1.772794,82.919965,1.128163
2.000000,148.000000,0.716152,1.774102,83.422508,1.127331
2.000000,149.000000,0.717347,1.775461,83.921881,1.126468
2.000000,150.000000,0.718587,1.776871,84.418056,1.125574
2.000000,151.000000,0.719871,1.778332,84.911010,1.124649
2.000000,152.000000,0.721200,1.779844,85.400720,1.123694
2.000000,153.000000,0.722573,1.781407,85.887164,1.122708
2.000000,154.000000,0.723989,1.783020,86.370321,1.121692
2.000000,155.000000,0.725450,1.784683,86.850172,1.120647
2.000000,156.000000,0.726953,1.786395,87.326698,1.119573
2.000000,157.000000,0.728499,1.788157,87.799882,1.118470
2.000000,158.000000,0.730088,1.789969,88.269707,1.117338
2.000000,159.000000,0.731720,1.791829,88.736161,1.116178
2.000000,160.000000,0.733394,1.793738,89.199227,1.114990
2.000000,161.000000,0.735109,1.795695,89.658894,1.113775
2.000000,162.000000,0.736867,1.797700,90.115151,1.112533
2.000000,163.000000,0.738665,1.799753,90.567986,1.111264
2.000000,164.000000,0.740505,1.801853,91.017391,1.109968
2.000000,165.000000,0.742385,1.804001,91.463357,1.108647
2.000000,166.000000,0.744306,1.806196,91.905877,1.107300
2.000000,167.000000,0.746266,1.808437,92.344946,1.105927
2.000000,168.000000,0.748267,1.810724,92.780556,1.104530
2.000000,169.000000,0.750307,1.813058,93.212705,1.103109
2.000000,170.000000,0.752386,1.815437,93.641390,1.101663
2.000000,171.000000,0.754503,1.817861,94.066607,1.100194
2.000000,172.000000,0.756660,1.820330,94.488357,1.098702
2.000000,173.000000,0.758854,1.822844,94.906637,1.097187
2.000000,174.000000,0.761086,1.825402,95.321450,1.095649
2.000000,175.000000,0.763356,1.828005,95.732796,1.094089
2.000000,176.000000,0.765663,1.830651,96.140677,1.092508
2.000000,177.000000,0.768007,1.833340,96.545097,1.090905
2.000000,178.000000,0.770387,1.836073,96.946059,1.089282
2.000000,179.000000,0.772803,1.838848,97.343569,1.087638
2.000000,180.000000,0.775255,1.841665,97.737631,1.085974
2.000000,181.000000,0.777743,1.844525,98.128252,1.084290
2.000000,182.000000,0.780265,1.847426,98.515438,1.082587
2.000000,183.000000,0.782823,1.850369,98.899198,1.080866
2.000000,184.000000,0.785415,1.853353,99.279539,1.079125
2.000000,185.000000,0.788041,1.856377,99.656471,1.077367
2.000000,186.000000,0.790700,1.859442,100.030004,1.075591
2.000000,187.000000,0.793394,1.862547,100.400146,1.073798
2.000000,188.000000,0.796120,1.865692,100.766910,1.071988
2.000000,189.000000,0.798879,1.868876,101.130307,1.070162
2.000000,190.000000,0.801670,1.872099,101.490348,1.068319
2.000000,191.000000,0.804494,1.875361,101.847046,1.066461
2.000000,192.000000,0.807349,1.878662,102.200413,1.064588
2.000000,193.000000,0.810236,1.882000,102.550465,1.062699
2.000000,194.000000,0.813153,1.885377,102.897214,1.060796
2.000000,195.000000,0.816102,1.888790,103.240674,1.058879
2.000000,196.000000,0.819081,1.892241,103.580861,1.056948
2.000000,197.000000,0.822089,1.895729,103.917790,1.055003
2.000000,198.000000,0.825128,1.899254,104.251476,1.053045
2.000000,199.000000,0.828196,1.902814,104.581936,1.051075
2.000000,200.000000,0.831293,1.906411,104.909185,1.049092
2.000000,201.000000,0.834419,1.910043,105.233241,1.047097
2.000000,202.000000,0.837574,1.913710,105.554120,1.045090
2.000000,203.000000,0.840756,1.917413,105.871840,1.043072
2.000000,204.000000,0.843966,1.921150,106.186418,1.041043
2.000000,205.000000,0.847204,1.924921,106.497872,1.039004
2.000000,206.000000,0.850469,1.928727,106.806221,1.036954
2.000000,207.000000,0.853761,1.932566,107.111482,1.034894
2.000000,208.000000,0.857079,1.936439,107.413674,1.032824
2.000000,209.000000,0.860424,1.940345,107.712816,1.030745
2.000000,210.000000,0.863794,1.944284,108.008927,1.028656
2.000000,211.000000,0.867190,1.948255,108.302026,1.026559
2.000000,212.000000,0.870612,1.952259,108.592132,1.024454
2.000000,213.000000,0.874058,1.956295,108.879264,1.022341
2.000000,214.000000,0.877530,1.960363,109.163443,1.020219
2.000000,215.000000,0.881025,1.964463,109.444688,1.018090
2.000000,216.000000,0.884545,1.968593,109.723018,1.015954
2.000000,217.000000,0.888089,1.972755,109.998454,1.013811
2.000000,218.000000,0.891656,1.976947,110.271016,1.011661
2.000000,219.000000,0.895247,1.981170,110.540723,1.009504
